BuildingName;BuildingType;Latitude;Longitude;Neighborhood;YearBuilt;EPAPropertyType;LargestPropertyUseType;ComplianceStatus;ComplianceIssue
WISTERIA VIEW MANOR;Multifamily MR (5-9);47.60054;-122.31351;CENTRAL;1980;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
IFO AND ASSOCIATES;NonResidential;47.59976;-122.31441;CENTRAL;1907;Office;Office;Compliant;No Issue
CJ&J;NonResidential;47.59693;-122.31124;CENTRAL;1963;Office;Office;Compliant;No Issue
HILLCLIMB COURT CONDOMINIUM;Multifamily MR (5-9);47.60791;-122.3414;DOWNTOWN;1982;Multifamily MR (5-9);Parking;Compliant;No Issue
MCKINNEY MANOR APTS;Multifamily MR (5-9);47.61727;-122.30682;SHARED: CENTRAL & EAST;1998;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
PLANNED PARENTHOOD OF WESTERN WASHINGTON;NonResidential;47.61744;-122.30514;CENTRAL;1999;Office;Office;Not Compliant;Default Data
Prologis Park Seattle 2;NonResidential;47.55601;-122.33627;GREATER DUWAMISH;1960;Office;Office;Compliant;No Issue
MESSENGER CORP;NonResidential;47.55716;-122.33744;GREATER DUWAMISH;1924;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
LUX LYFE;NonResidential;47.55662;-122.33728;GREATER DUWAMISH;1930;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
MAGNUSON POINTE CONDOS;Multifamily MR (5-9);47.68195;-122.26481;NORTHEAST;1979;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MAIN STREET PLACE II;Multifamily MR (5-9);47.59985;-122.30297;CENTRAL;2001;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MAISON CONDOMINIUM;Multifamily LR (1-4);47.69644;-122.35504;NORTHWEST;1989;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MAISON VILLE CONDOMINIUM;Multifamily MR (5-9);47.61815;-122.32771;EAST;1963;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
MANHATTAN CONDOMINIUM;Multifamily HR (10+);47.61249;-122.32303;EAST;1960;Multifamily HR (10+);Multifamily Housing;Compliant;No Issue
MANHATTAN PLAZA CONDOMINIUM;Multifamily LR (1-4);47.60838;-122.31049;CENTRAL;1981;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
Terreno Denver;NonResidential;47.55498;-122.32497;GREATER DUWAMISH;1953;Office;Office;Compliant;No Issue
NWCP BLDG D;NonResidential;47.55458;-122.32639;GREATER DUWAMISH;1966;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
MAPLE COURT CONDOS;Multifamily LR (1-4);47.69646;-122.31716;NORTH;1999;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ST CATHERINE SCHOOL;NonResidential;47.69061;-122.31992;NORTH;1931;K-12 School;K-12 School;Compliant;No Issue
DEWALT FACTORY SERVICE;NonResidential;47.58387;-122.32092;GREATER DUWAMISH;1949;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
HONOLULU FREIGHT SERVICE;NonResidential;47.5822;-122.321;GREATER DUWAMISH;1947;;;Not Compliant;Portfolio Manager Account Not Shared
WAREHOUSE;NonResidential;47.58082;-122.32031;GREATER DUWAMISH;1936;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
PHELPS TIRE CO;NonResidential;47.58032;-122.32083;GREATER DUWAMISH;1950;Repair Services (Vehicle, Shoe, Locksmith, etc);Repair Services (Vehicle, Shoe, Locksmith, etc.);Compliant;No Issue
MACDONALD MEAT CO;NonResidential;47.5793;-122.32226;GREATER DUWAMISH;1960;Manufacturing/Industrial Plant;Manufacturing/Industrial Plant;Not Compliant;Missing 2021 EUI or Electricity Data
Charlie's Produce & Catering;NonResidential;47.58118;-122.32211;GREATER DUWAMISH;1955;Refrigerated Warehouse;Refrigerated Warehouse;Compliant;No Issue
Airport Way Ctr - Bldg D;Nonresidential COS;47.5829;-122.32417;GREATER DUWAMISH;1985;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
Airport Way Ctr - Bldg E;Nonresidential COS;47.5829;-122.32417;GREATER DUWAMISH;1985;Laboratory;Laboratory;Compliant;No Issue
SEATTLE AUTOMOTIVE;NonResidential;47.58252;-122.32193;GREATER DUWAMISH;1951;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
MERCEDES BENZ OF SEATTLE 2015;NonResidential;47.58507;-122.32205;GREATER DUWAMISH;1956;Automobile Dealership;Automobile Dealership;Compliant;No Issue
SEA-MAR COMMUNITY CARE CENTER (NURSING HOME);NonResidential;47.52397;-122.31867;GREATER DUWAMISH;1994;Other;Other;Compliant;No Issue
CONCORD ELEMENTARY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.52361;-122.32469;GREATER DUWAMISH;2000;K-12 School;K-12 School;Compliant;No Issue
ST EDWARDS SCHOOL;NonResidential;47.55095;-122.27978;SOUTHEAST;1912;K-12 School;K-12 School;Compliant;No Issue
U-HAUL;NonResidential;47.54514;-122.28596;GREATER DUWAMISH;1955;Retail Store;Retail Store;Not Compliant;Default Data
GRACE APOSTOLIC CHURCH;NonResidential;47.5419;-122.28302;SOUTHEAST;1981;Worship Facility;Worship Facility;Compliant;No Issue
KING PLAZA II;NonResidential;47.53934;-122.28322;GREATER DUWAMISH;2002;Strip Mall;Strip Mall;Compliant;No Issue
APT & RETAIL;Multifamily LR (1-4);47.52888;-122.26961;SOUTHEAST;1921;;;Not Compliant;Portfolio Manager Account Not Shared
VALLEY COMMONS;Multifamily LR (1-4);47.52827;-122.26955;SOUTHEAST;1962;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ROSE STREET;Multifamily LR (1-4);47.52971;-122.2696;SOUTHEAST;2010;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
RAINIER VIEW ELEMENTARY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.49917;-122.26306;SOUTHEAST;1961;K-12 School;K-12 School;Compliant;No Issue
DAKOTA AT RAINIER COURT;Multifamily MR (5-9);47.57059;-122.29047;SOUTHEAST;2005;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SEATTLE HOUSING AUTHORITY APTS;Multifamily LR (1-4);47.67561;-122.324;SHARED: LAKE UNION & NORTHWEST;1983;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
THE CLARKE;Multifamily LR (1-4);47.68124;-122.34493;NORTHWEST;2009;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MARCO APTS;Multifamily LR (1-4);47.69522;-122.31731;NORTH;1970;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MAPLE LEAF COURT;Multifamily LR (1-4);47.69175;-122.30396;NORTHEAST;1990;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MAPLE LEAF PLAZA APTS + RETAIL;Multifamily LR (1-4);47.69375;-122.30601;NORTH;1994;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MAPLE LEAF RESIDENCE;Multifamily LR (1-4);47.69321;-122.30597;NORTH;1990;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MINI WAREHOUSE/WAREHOUSE;NonResidential;47.69316;-122.30487;NORTHEAST;2006;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
RAVENNA HOUSE APTS;Multifamily LR (1-4);47.69744;-122.30455;NORTHEAST;1970;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ROMAINE ELECTRIC CO;NonResidential;47.59322;-122.32491;GREATER DUWAMISH;1920;Repair Services (Vehicle, Shoe, Locksmith, etc);Repair Services (Vehicle, Shoe, Locksmith, etc.);Compliant;No Issue
KING COUNTY METRO TRANSIT ATLANTIC-CENTRAL BASE-CAMPUS;Campus;47.59042;-122.32498;GREATER DUWAMISH;1991;Other;Other;Compliant;No Issue
646 S HOLGATE ST;NonResidential;47.58698;-122.32397;GREATER DUWAMISH;1944;Retail Store;Retail Store;Compliant;No Issue
TERRENO 6th AVE;NonResidential;47.58336;-122.32525;GREATER DUWAMISH;1960;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
THERMAL SUPPLY;NonResidential;47.57936;-122.32322;GREATER DUWAMISH;1972;Other;Other;Compliant;No Issue
CANAL BOILER WORKS;NonResidential;47.57959;-122.32557;GREATER DUWAMISH;1910;Other;Other;Compliant;No Issue
INGERSOLL - RAND 1;NonResidential;47.57895;-122.32551;GREATER DUWAMISH;1966;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
NW WIRE WORKS;NonResidential;47.57833;-122.32563;GREATER DUWAMISH;1945;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Not Compliant;Default Data
625 BUILDING;NonResidential;47.57934;-122.32501;GREATER DUWAMISH;1953;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
BRU-PREP;NonResidential;47.57667;-122.32542;GREATER DUWAMISH;1951;Retail Store;Retail Store;Compliant;No Issue
SPEAR BUILDING;NonResidential;47.56845;-122.32732;GREATER DUWAMISH;1963;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
FLEET PRIDE;NonResidential;47.56758;-122.32638;GREATER DUWAMISH;1966;Distribution Center;Distribution Center;Compliant;No Issue
STUSSER ELECTRIC CO;NonResidential;47.56823;-122.32506;GREATER DUWAMISH;1959;Distribution Center;Distribution Center;Compliant;No Issue
Industrial Way Building;NonResidential;47.5668;-122.32499;GREATER DUWAMISH;1967;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
PARTS & SERVICE - PETERBILT;NonResidential;47.57019;-122.32352;GREATER DUWAMISH;1954;Repair Services (Vehicle, Shoe, Locksmith, etc);Repair Services (Vehicle, Shoe, Locksmith, etc.);Compliant;No Issue
820 SOUTH ADAMS BUILDING;NonResidential;47.5668;-122.32149;GREATER DUWAMISH;1957;Refrigerated Warehouse;Refrigerated Warehouse;Compliant;No Issue
SOUTH TERRACE CONDOMINIUM;Multifamily LR (1-4);47.58962;-122.31764;GREATER DUWAMISH;1983;;;Not Compliant;Portfolio Manager Account Not Shared
PROVIDENCE PETER CLAVER HOUSE;Multifamily LR (1-4);47.53871;-122.28511;GREATER DUWAMISH;2001;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
INDEPENDENT LIVING-ESPERANZA BLD;Multifamily LR (1-4);47.54027;-122.28551;GREATER DUWAMISH;2001;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
PARK PLACE ASSISTED LIVING APTS;Multifamily LR (1-4);47.54027;-122.28551;GREATER DUWAMISH;2001;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HOLLY TERRACE CONDOMINIUM;Multifamily LR (1-4);47.6424;-122.38439;MAGNOLIA / QUEEN ANNE;1969;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
SEWARD PARK APTS;Multifamily LR (1-4);47.52845;-122.2708;SOUTHEAST;1953;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
CASCADE VIEW APARTMENTS;Multifamily LR (1-4);47.69779;-122.28988;NORTH;1968;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HOMBORNESS CONDOMINIUM;Multifamily LR (1-4);47.62177;-122.32338;EAST;1925;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
LONGFELLOW CREEK;Multifamily LR (1-4);47.54969;-122.36408;DELRIDGE NEIGHBORHOODS;1993;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
CROFT PLACE;Multifamily LR (1-4);47.5425;-122.36012;DELRIDGE NEIGHBORHOODS;2005;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WILLOW COURT APARTMENTS;Multifamily LR (1-4);47.54141;-122.36166;DELRIDGE NEIGHBORHOODS;1987;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
LAM-BOWS APTS;Multifamily LR (1-4);47.54047;-122.36169;DELRIDGE NEIGHBORHOODS;1970;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
SANISLO ELEMENTARY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.53961;-122.35866;DELRIDGE NEIGHBORHOODS;1970;K-12 School;K-12 School;Compliant;No Issue
BERGAN PLACE;Multifamily LR (1-4);47.70414;-122.35789;NORTHWEST;1987;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
LEILANI 2;Multifamily LR (1-4);47.70393;-122.35651;NORTHWEST;1990;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
Willow Creek (Buildings 1 & 2);NonResidential;47.70008;-122.30321;NORTH;1974;Pre-school/Daycare;Pre-school/Daycare;Not Compliant;Missing 2021 EUI or Electricity Data
LES SCHWAB TIRES;NonResidential;47.70053;-122.3038;NORTH;1958;Retail Store;Retail Store;Compliant;No Issue
NORTHGATE VIEW APTS;Multifamily LR (1-4);47.70093;-122.32275;NORTH;1990;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
LOFT WORKSHOPS;NonResidential;47.70175;-122.30269;NORTH;2000;Mixed Use Property;Office;Compliant;No Issue
NORTHBROOK PLACE;Multifamily LR (1-4);47.7026;-122.30211;NORTH;1991;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
PACIFIC MEDICAL CENTER;NonResidential;47.7044;-122.32285;NORTH;1986;Medical Office;Medical Office;Compliant;No Issue
THORNTON CREEK APTS;Multifamily LR (1-4);47.7033;-122.32209;NORTH;1989;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
MAPLELEAF VIEW CONDOMINIUM;Multifamily LR (1-4);47.69239;-122.31738;NORTH;1992;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
COLLINS ON PINE APTS;Multifamily MR (5-9);47.61554;-122.31572;EAST;2014;Multifamily MR (5-9);Multifamily Housing;Not Compliant;Missing 2021 EUI or Electricity Data
BRISTOL APARTMENTS;Multifamily LR (1-4);47.6161;-122.31524;EAST;1908;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WASHINGTON IRVING APTS;Multifamily LR (1-4);47.61742;-122.31521;EAST;1923;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WAREHOUSE;NonResidential;47.57254;-122.32549;GREATER DUWAMISH;1978;Distribution Center;Distribution Center;Compliant;No Issue
640 S SPOKANE ST BLDG;NonResidential;47.57217;-122.32421;GREATER DUWAMISH;1960;Other;Other;Not Compliant;Default Data
ED WYSE BLDG;NonResidential;47.57013;-122.3244;GREATER DUWAMISH;1983;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
CLEAR CHANNEL;NonResidential;47.57075;-122.32724;GREATER DUWAMISH;1962;Office;Office;Compliant;No Issue
COMMERCIAL PLASTICS;NonResidential;47.57294;-122.32811;GREATER DUWAMISH;1952;Mixed Use Property;Manufacturing/Industrial Plant;Compliant;No Issue
SB WAREHOUSE;NonResidential;47.57199;-122.32811;GREATER DUWAMISH;1952;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
2900 (RIVER WEST);NonResidential;47.57747;-122.32844;GREATER DUWAMISH;1937;Distribution Center;Distribution Center;Compliant;No Issue
OLD PACIFIC INDUSTRIAL SUPPLY;NonResidential;47.57587;-122.32789;GREATER DUWAMISH;2009;Other;Other;Compliant;No Issue
MONTRIDGE ARMS;Multifamily LR (1-4);47.52265;-122.35888;DELRIDGE NEIGHBORHOODS;1968;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
LEEWARD APTS;Multifamily LR (1-4);47.63101;-122.34285;MAGNOLIA / QUEEN ANNE;2018;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
CENTURYLINK: WEST CO;NonResidential;47.56398;-122.38727;SOUTHWEST;1920;Other;Other;Compliant;No Issue
THE DEERING APARTMENTS;Multifamily LR (1-4);47.56451;-122.38773;SOUTHWEST;1969;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
WESTSIDE PRESBYTERIAN CHURCH;NonResidential;47.57177;-122.38716;SOUTHWEST;1948;Worship Facility;Worship Facility;Compliant;No Issue
TERRACE VIEW;Multifamily LR (1-4);47.57098;-122.38725;SOUTHWEST;1996;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
SPINNAKER BAY CONDOMINIUM;Multifamily MR (5-9);47.52077;-122.26216;SOUTHEAST;1967;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
SPINNAKER CONDOMINIUM;Multifamily LR (1-4);47.5903;-122.31824;GREATER DUWAMISH;1969;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ST GEORGE PARISH;NonResidential;47.55464;-122.31576;GREATER DUWAMISH;1954;K-12 School;K-12 School;Compliant;No Issue
SPRINGBROOK BLDG;NonResidential;47.66169;-122.28558;NORTHEAST;1984;Medical Office;Medical Office;Compliant;No Issue
SPRINGBROOK BLDG LLC 4540;NonResidential;47.66159;-122.28606;NORTHEAST;1987;Medical Office;Medical Office;Compliant;No Issue
SPRING CREEK CONDOMINIUM;Multifamily LR (1-4);47.71854;-122.2917;NORTH;1980;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
SEATTLE MEDICAL POST ACUTE CARE;NonResidential;47.60775;-122.31198;CENTRAL;1973;Other/Specialty Hospital;Other/Specialty Hospital;Compliant;No Issue
PHINNEY RIDGE LUTHERAN CHURCH;NonResidential;47.68351;-122.35482;NORTHWEST;1951;Worship Facility;Worship Facility;Compliant;No Issue
HILLSBOROUGH CONDOMINIUM;Multifamily MR (5-9);47.62632;-122.3263;EAST;1981;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
THE HART FORD;NonResidential;47.63567;-122.32522;LAKE UNION;1960;Office;Office;Compliant;No Issue
LAKE UNION TERRACE;Multifamily LR (1-4);47.6352;-122.32454;LAKE UNION;1994;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
1800 EASTLAKE APARTMENTS;Multifamily LR (1-4);47.63516;-122.32502;LAKE UNION;1999;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HJARTA CONDOMINIUMS;Multifamily MR (5-9);47.669;-122.37802;BALLARD;2007;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
HAMM BLDG MIXED USE/OFFICE RETAIL APTS;Multifamily LR (1-4);47.56126;-122.38713;SOUTHWEST;1925;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
CARITAS COURT RETAIL & APTS;Multifamily MR (5-9);47.5628;-122.38904;SOUTHWEST;1997;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
OLYMPIC VIEW;Multifamily LR (1-4);47.56194;-122.38919;SOUTHWEST;1969;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HOLDEN MANOR CONDOMINIUM;Multifamily LR (1-4);47.53323;-122.37693;SOUTHWEST;1980;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
PANTAGES APTS;Multifamily MR (5-9);47.61856;-122.32194;EAST;2005;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
RANDOLPH APTS;Multifamily LR (1-4);47.6185;-122.31581;EAST;1928;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
4TH & FOREST;NonResidential;47.57798;-122.32783;GREATER DUWAMISH;1970;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
PLATT ELECTRIC SUPPLY;NonResidential;47.57832;-122.32649;GREATER DUWAMISH;1970;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Not Compliant;Default Data
2233 6TH AVE S BLDG;NonResidential;47.58238;-122.32719;GREATER DUWAMISH;1959;Self-Storage Facility;Self-Storage Facility;Compliant;No Issue
STONEWAY ELECTRIC SUPPLY;NonResidential;47.58517;-122.32853;GREATER DUWAMISH;1966;Distribution Center;Distribution Center;Compliant;No Issue
1964 4TH AVE S;NonResidential;47.5842;-122.32826;GREATER DUWAMISH;1916;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
1760 4TH AVE S;NonResidential;47.58661;-122.3281;GREATER DUWAMISH;1989;Wholesale Club/Supercenter;Wholesale Club/Supercenter;Compliant;No Issue
WA STATE DEPT OF CORRECTIONS;NonResidential;47.58895;-122.32833;GREATER DUWAMISH;1979;Office;Office;Compliant;No Issue
PCF1XX/RE-PC/BRINKS;NonResidential;47.58874;-122.32662;GREATER DUWAMISH;1931;Mixed Use Property;Non-Refrigerated Warehouse;Compliant;No Issue
JEFFERSON COURT APARTMENTS;Multifamily LR (1-4);47.60585;-122.30927;CENTRAL;1962;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HAWTHORNE ELEMENTARY SCHOOL (SPS-DISTRICT);SPS-District K-12;47.56591;-122.28339;SOUTHEAST;1989;K-12 School;K-12 School;Compliant;No Issue
SE Seattle Community Health Center;Nonresidential COS;47.56364;-122.28572;SOUTHEAST;1990;Medical Office;Medical Office;Compliant;No Issue
4420 OREGON PLACE;Multifamily LR (1-4);47.56363;-122.28648;SOUTHEAST;1966;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
RAINIER COMMUNITY CENTER;Nonresidential COS;47.56154;-122.28435;SOUTHEAST;1995;Other - Recreation;Other - Recreation;Compliant;No Issue
JEFFERSON COURT;Multifamily LR (1-4);47.70384;-122.35581;NORTHWEST;1987;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
THE WILLOWS COURT APTS;Multifamily LR (1-4);47.71812;-122.2974;NORTH;1987;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
BALDWIN APTS;Multifamily LR (1-4);47.71728;-122.29775;NORTH;1976;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
SEATTLE MINI COOPER CAR DEALERSHIP;NonResidential;47.7139;-122.29794;NORTH;2009;Automobile Dealership;Automobile Dealership;Compliant;No Issue
MICHELE APTS;Multifamily LR (1-4);47.70089;-122.34555;NORTHWEST;1985;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
Aurora Improvements (COMBINED);NonResidential;47.69734;-122.34639;NORTHWEST;1972;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
SCL Technical Metering Operations;Nonresidential COS;47.70117;-122.34284;NORTHWEST;1969;Office;Office;Compliant;No Issue
HALMAR APTS;Multifamily LR (1-4);47.61894;-122.3162;EAST;1908;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
HEIGHTS ON CAPITOL HILL;Multifamily MR (5-9);47.61972;-122.3213;EAST;2006;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
Hollywood Lofts;Multifamily MR (5-9);47.61958;-122.32116;EAST;2015;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
LASALLE APTS;Multifamily LR (1-4);47.61897;-122.32243;EAST;1928;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
RAMAYANA APTS;Multifamily MR (5-9);47.61932;-122.32257;EAST;1965;Multifamily MR (5-9);Multifamily Housing;Compliant;No Issue
10TH AVE BLDG;NonResidential;47.61345;-122.3198;EAST;1907;Office;Office;Compliant;No Issue
WINSTON APARTMENTS (APTS&SUNDANCE TAVERN);Multifamily LR (1-4);47.61391;-122.31852;EAST;1905;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
UNION ART COOPERATIVE;Multifamily LR (1-4);47.6131;-122.3177;EAST;1916;Multifamily LR (1-4);Multifamily Housing;Compliant;No Issue
ALFA ROMEO AUTO SHOWROOM;NonResidential;47.61324;-122.31724;EAST;1913;Mixed Use Property;Parking;Compliant;No Issue
LOFT BUILDING;NonResidential;47.61467;-122.31777;EAST;1915;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
TURNER CONSTRUCTION;NonResidential;47.59501;-122.32852;GREATER DUWAMISH;1913;Office;Office;Compliant;No Issue
GRIDIRON CONDOS (STADIUM LOFTS);NonResidential;47.59588;-122.33363;DOWNTOWN;1903;Multifamily Housing;Multifamily Housing;Compliant;No Issue
OUTDOOR EMPORIUM;NonResidential;47.58801;-122.32944;GREATER DUWAMISH;1975;Retail Store;Retail Store;Compliant;No Issue
OLD PIPE BUILDING;NonResidential;47.57466;-122.33089;GREATER DUWAMISH;1968;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;Compliant;No Issue
SEATTLE TEXTILE CO;NonResidential;47.57258;-122.33059;GREATER DUWAMISH;1954;Distribution Center;Distribution Center;Compliant;No Issue
